Unit(kPa)
Time,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6,Channel7,Channel8
16:46:21,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:22,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:23,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:24,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:25,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:26,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:27,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:28,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:29,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:30,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:31,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:32,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:33,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:34,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:35,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:36,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:37,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:38,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:39,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:40,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:41,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:42,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:43,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:44,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:45,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:46,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:48,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:49,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:50,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:51,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:52,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:53,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:54,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:55,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:56,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:57,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:58,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:46:59,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:00,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:01,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:02,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:03,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:04,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:05,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:06,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:07,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:08,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:09,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:10,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:11,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:12,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:13,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:44,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:44,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:45,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:46,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:47,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:48,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:49,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:50,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:51,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:52,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:53,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:54,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
16:47:55,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:06,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:07,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:08,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:09,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:11,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:12,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:13,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:14,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:15,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:16,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:17,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:18,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:19,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:20,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:21,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:22,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:23,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:24,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:25,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:26,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:27,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:28,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:29,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:30,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:31,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:32,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:33,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:34,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:35,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:36,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:37,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:38,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:39,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:40,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:41,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:42,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:43,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:44,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:45,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:46,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:47,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:48,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:49,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:50,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:51,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:52,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:53,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:54,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:55,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:56,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:57,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:58,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
21:59:59,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:00:00,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:00:01,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:00:02,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:00:03,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:00:04,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:00:05,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:00:06,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:00:07,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:00:08,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:00:09,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:00:10,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:00:11,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:00:12,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:11:47,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:11:48,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:11:48,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:11:49,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:11:50,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:11:51,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:11:52,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:11:53,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:11:54,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:11:55,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:11:56,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:11:57,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:11:58,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:11:59,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:00,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:01,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:02,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:03,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:04,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:05,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:06,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:07,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:08,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:09,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:10,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:11,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:12,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:13,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:14,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:15,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:16,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:17,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:19,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:20,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:21,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:22,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:23,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:24,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:25,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:26,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:27,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:28,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:29,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:30,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:31,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:32,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:33,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:34,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:35,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:36,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:37,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:38,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:39,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:40,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:12:41,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:06,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:28,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:29,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:30,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:31,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:32,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:33,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:34,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:35,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:36,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:37,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:38,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:39,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:40,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:41,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:42,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:43,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:44,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:45,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:45,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:46,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:47,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:48,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:49,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:50,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:51,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:52,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:54,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:54,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:56,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:57,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:58,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:16:59,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:00,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:01,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:02,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:03,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:04,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:05,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:06,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:07,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:08,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:09,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:10,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:11,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:12,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:13,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:14,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:15,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:16,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:17,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:18,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:19,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:20,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:21,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:22,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:23,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:24,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:25,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:25,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:26,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:27,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:28,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:29,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:30,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:31,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:32,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:33,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:34,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:35,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:36,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:37,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:38,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:39,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:40,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:41,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:42,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:43,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:44,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:45,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:46,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:17:47,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:35,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:36,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:37,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:38,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:39,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:40,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:41,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:42,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:43,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:44,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:45,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:46,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:47,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:48,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:49,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:50,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:51,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:52,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:53,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:54,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:55,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:56,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:57,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:19:58,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:01,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:02,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:03,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:04,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:05,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:06,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:07,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:08,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:09,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:10,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:11,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:12,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:13,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:14,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:15,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:17,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:18,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:19,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:20,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:21,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:22,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:23,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
